,textID,selected_text
1760,65c1831198,if youre watching thisi love you i almost died but nowshe means nothing
1761,dcb745bcf2,woke up an hour early just to study for        a test
1762,cb1a68137c,they open at  am   and i hope to be there shortly after that   no guarantees for me though
1763,a4d578eeb1,is at work  boo  the pinups will be playing at uncommon ground wednesday night at  pm  w devon ave chicago
1764,64cf7657b9,has just got out the shower
1765,650fcedd22,hes back meeting him in  mins
1766,0e0b4a2960,even  would be better
1767,106a999786,it is pinkwind is a thing from vanessas dad and my sister made me that sn in the  grade
1768,6c18eab109,i cant change my profile picture on facebook
1769,d792349406,she lookd soo freaked outpoor wee thing
1770,dbdbe24969,omgoodness finally back from dinner with the fam bam
1771,5a3c9bf459,was just about to try and  dl the sims  but realize my pc dont meet the standard requirements  i need new pc lol
1772,f61861742c,happy
1773,2a69a25949,dont chase me  shea fisher download it
1774,8d02587ab0,hmmwhilst walking through the city i received an inviataion into an suv limo via some prom fellows dont they have dates oh boys
1775,6940969fb4,suck
1776,06aaa8e680,at an  retro prom wishing he was here to dance with  im gonna miss his great dancing   but still having a blast  a few drinks
1777,f4052e9331,why i chose iphone
1778,35f539ffa8,dead
1779,736f2bd7b6,adams morgannnn for jumbo slice
1780,35e15c616c,bloodypoet whats the matter
1781,4104064854,has a name label on his picture too i just hadnt added it in when i took this  picture
1782,d5c25dbc63,still need to see that movie  i am all about vampires
1783,34b7f333cb,happy
1784,bdf9453e5e,yeah ive seen that before funny   hey honey jill just sent me a  in a box
1785,6c409292ce,jt on snl tonight
1786,ee89b16825,ponyo
1787,9f0147e874,is going to sleep tomorrow exam review
1788,1962233e5d,brian
1789,f2d120c26e,missing nate more than
1790,10c841e57b,anyone got an ffe account if so add me
1791,5aa568e0a4,ill be one of your groovy guys any time shortie short  photofollows
1792,2c9aebcb01,birthday tomorrow doing jack  all weekend
1793,101a8b583a,how come i can never sleep past not good
1794,e01eb1cf88,nice
1795,7017d6c8cf,beautiful
1796,4793312f15,this one goes out to jimmy fallon and justin timberlakedoin their gibb bros show on snl
1797,ed539778c1,to be really really not bored but bad i wont know the news  but thats ok brb x
1798,198854f289,cannot relaxing because she have to practice for her graduation
1799,d1aa96a414,love
1800,92fe747a96,good mood to day
1801,02077519e6,whoo bgt i really must multitask and do my art work at the same time though back at college on monday
1802,784fbab498,according to mick jagger hindu ragas are more sfs sort of music
1803,a3dff88c1d,it takes a big
1804,1977ce206b,better than throwing them out
1805,21c6854561,misplaced
1806,eb9b4d2431,love
1807,0b3b751482,love
1808,932af12853,awesome
1809,aacd4d0c3f,loving
1810,ee35fcd036,this eveningpicking up npop and go for dinner at ta lum tum tum somtummajor avenuedecided to go homenot clubing tonite
1811,44daf50a02,paper writing til my hearts content
1812,7623079330,wonderful
1813,e64b0cc77d,yeah dude mike is out
1814,780ee451f1,its a great movie  my best is the
1815,59ee5ff2f9,headache
1816,001e4be1ab,rachel is going to have lunch at baixa and has a lot of stuffs to do wanna come
1817,363460c8f4,just got to the gym but wno energy
1818,5be8565b8d,im sad i cant go it makes me sad
1819,ecaa478ef4,same was going to try warm milk but im lactose intolerant  haha
1820,acdbccaeeb,is my picture showing
1821,fc28b797bb,about to take my mum out for jewellery shopping and a coffee for mothers day
1822,5a8f396cb2,nice
1823,06a6314076,forgot
1824,82ea51ab18,i wanna feel my chin
1825,895cec1c48,fun
1826,8fb50df8d2,feeling so great
1827,37fa199c50,ahhhhhhhhi cant get miley to notice me
1828,121b9c13c2,good week
1829,451880b8a6,love
1830,c08a90abbd,amazing
1831,23dad0b69f,oc im seriously screwed  i havent studied at all
1832,470f2669c4,well being a retired drummer i can do my own drum roll so all you need to do is read my posts since they take a ton of time  lol
1833,53aae02026,being new to twitter
1834,ec946f285d,tired as heck
1835,0b25a31b7e,is surfin
1836,d2a3207aae,did you see star trek now i cant sleeptoo much action cant wind down
1837,5dbb7ae2a3,i got a freakin macbook hoorayyy but i freakin deleted phootbooth
1838,151779dfad,ok over exagerrated twitter is not to bad i guess
1839,c4393e4cba,happy mothers day
1840,88051e4bea,good morning to you however its night time for me so i am off to bed hugs have a great day
1841,845495ffac,happy
1842,241afcd4ec,fab
1843,eb85ce805d,welcome
1844,a04227ef4e,missing my mom today
1845,98c11bdba8,its too hot in my room i wanna go swimming
1846,11634e3bf7,weve got a pool still boxed up because i need to level a suitable patch of ground before we can set it up
1847,944cb46d62,ooo i wish i was her  hes hot
1848,c9dfbf4275,i have a new found respect for you now that i know you know the konami code
1849,1c2a41d71e,at work at the mo and its so sunny here today   off to see a band tonight
1850,c5d1af4ed5,ace  the exams
1851,8c582b0575,burnt
1852,db331541b6,my name is jason but sunshine works too
1853,82c72d7fd0,fail
1854,ade8ce79b8,lied last weekend when she said she wouldnt get upset just an fyi
1855,80d96cab37,hahaha guess you will have to reinforce your skates haha remember who u r my friend our semigod with a gluten intolence
1856,2a054d9205,yeah i want to know what that is too
1857,2f8250d0df,impossible
1858,0c83190ad8,perfect
1859,7ebaf21cf7,hanging out with my babyy
1860,cabf8f9dea,not yet too early in the am
1861,706a860942,tron oh god whose tire
1862,5de3c34293,i am the only arabic girl whos online  every one is  a sleep
1863,327f378bd9,i ate something i dont know what it is why do i keep telling things about food
1864,9d187014d5,good morning iï¿½m soooo tierd
1865,e4f5ac16a7,n where can i get some
1866,7120ebfa1b,just wanna be there tonight
1867,1b64ea8f30,its only  and i am going to bed brain cant focus at all need a fresh new start i pray that god grants me a fresh tomorrow
1868,954f523ded,very well
1869,ed4b3d03eb,i took my antibiotics and i still feel like
1870,87187923db,how can you guys lived in a city pariswhere u spend you entire life in the trafficjamgrrrr m not used to it anymore
1871,bd13675621,nomore adventure time
1872,e389e41385,happy bank holiday monday
1873,88375a5f3e,i miss her already
1874,7257f9b2b0,had nutella croissantmangomeloncoffee and a lovely stalk of iris for breakfast in bed courtesy of n  have the house to myself til noon
1875,d80d99b28c,whuuurrrrr  glands really swollen now guess the weekends a blow out
1876,f6d3caf9ed,all my spare time seems twill be spent doing homework this weekend
1877,a00246028f,nicole
1878,57f432f582,yummy yumcha for mothers day
1879,14193ff01c,like
1880,07a8205fee,i wanna be at bea as well
1881,11e23ea0ed,lol catch me if u can
1882,9198679ac1,stupid wireless
1883,348804d270,fuses
1884,dd7a9fb210,die
1885,839095ea38,ready for our  jonas brothers experience real brothers not included
1886,fb10c20429,has a saw thumb from playing virtua tennis
1887,f52e7e5a88,sorry
1888,db4a79059a,bad
1889,9114d80bac,laundry time and lots of it
1890,7674cfa90a,thankful
1891,7dc87b5fc5,great
1892,6328fd1b81,lovely
1893,0473875c4a,sad ending to the softball season
1894,3709c4e1be,interesting
1895,962ca0488f,well their not gonna fit her in with this big long advertisement
1896,846d43bc8f,fail
1897,aa6e04fee2,just joined a twibe visit  to join  not a spinner myself but do know and respect spinners   need coffee
1898,b84d47c65f,thanks
1899,646d1df036,freya good night
1900,b00763f904,if this rain doesnt go away im staying in bed all week til mommy gets here
1901,da60c4db48,enjoyed
1902,ebecd8135f,yeahh
1903,5b584d38ff,hours till mothers day party  yeah
1904,eaf8a522e9,arrr bummer  who do you want to win
1905,4e38efebc2,sorry
1906,3195d34e5b,good
1907,8d2be5bfc8,yeah im behind on my classic cinema calendarmaking i havent had time to go see any anyway
1908,6788d6c565,love
1909,fd7434a0e9,is done with classes for her freshman year
1910,3e3496c6d4,it was amazing
1911,81defce8a3,press previous on that page
1912,62ed3d6141,whats wrong with drphil i shamefully loved his show when i was able to watch it
1913,1219ed4a21,love me love me
1914,9c90694664,why didnt my favorite spotters last tweet go to my phone
1915,c35b8dbb8a,eeek
1916,b39dbc6ee5,thanks its so annoying
1917,3df0f721e1,i am tired of my phone walkman works like a charm but l need better video and wap really thanks for yesterday and for buying my album
1918,e9c8585ad1,i have the biggest crush on pink but she doesnt know im alive
1919,2c9d5de236,happy mothers day everyone
1920,f3912c1463,awesome
1921,fc5aa0f34f,thanks so much for the belated
1922,ce71d002ec,nice
1923,dab7f56791,u not happy
1924,4c1733246f,careful
1925,cc1f8918df,is in history
1926,76f0861133,happy birthdayyy hope you have an awesome day didnt see you at next last night
1927,074b2d89dd,an oprah guest if ever i saw one
1928,398d591255,haha i shaved all my facial hair off except for my moustache cause i thought it would be cool but it made me look gross
1929,f8d8ebaf8d,new deleriums music video  mixed by tiesto i guess bill leeb finally forgot his musics roots
1930,a267c3e874,we are at alexander just had a  course dinner and i am wearing someone elses red wine
1931,c6e5884baa,nice days like this make me miss alki
1932,b1ddb9811e,fizz hes really not into new people  i dunno em but he said hed try
1933,e30721df0d,at the  concert i hope  makes a guest appearance
1934,ac4a84a76c,miss
1935,959c593450,afraid
1936,f20074e0d0,thanks
1937,259b075523,ahhh u know what really sucks i sprained my toe ouch
1938,19365e33a0,july
1939,78b24a76c4,blocked
1940,00276ae6b1,emoticons by christian
1941,3592e3ebc9,good luck
1942,79c57e46eb,hey sorry i got off last night
1943,54eba9eb73,thanks for the follow
1944,e17302312e,gosh i miss singers
1945,360af83c85,good
1946,4331a46aba,freaking
1947,10502f22bf,its not sad to tweet is to twitter not someone misspronouncing a word kto make it fit a card  i would have tweeted it
1948,6d7cbd206f,i do love your curried
1949,5be9ccda69,nooooo dont you dare lol  im gonna cry  i  your hair
1950,0dc0eb905d,not found the thing i was looking for
1951,a29a76a54c,so sad
1952,63491134ab,denied
1953,4fb2131d08,aww you are so helpful
1954,2cec07986b,perth  ford  falcon       new ad received and will be posted on the hcc site soon
1955,5e84445c6a,tired
1956,fd5eece5b2,relaxing
1957,7b88197891,my msn crashes way too much  hmph
1958,3ba8596881,im so angry right now  today im not doind nothing and all my classmates yes  i think i will stay with my friend mrcomputer  hope not
1959,ee6febbfb4,awwww
1960,fff97388cf,hey thanks for the follow
1961,e54c45018b,enjoyed star trek more please
1962,2a2c1635c8,baby god its sad really  oh well lifes a partaaay xxxxxxxxxx
1963,ca929837eb,darn
1964,046af350ac,i dont want to be a complete hypocrite  i attended an rrated event while i was there  the timing was just ironic
1965,19f108c62c,hey dont write yourself off yet little girl youre in the middle of the ride
1966,7a897c9999,one of my prized magsbookannuals dunno if any others were published prolly should google it
1967,1aba7766ca,i have been awarded my first ever credit card
1968,575e4a89fe,tts ridiculously sweet of you
1969,7e8212f5f2,so sorry to hear that
1970,8800a2d912,good
1971,e05fd863d4,lester  guessed her  yesterday  you can think of something  no cop outs now
1972,09a5b9b958,starting the accounts for this year
1973,32b129dc3f,happy mothers day
1974,b4031d0753,yay me  but what in particular
1975,e7a0f7ac99,i have to work  but ill just watch it later even though its not the same
1976,a9da40eedd,we didnt even get a nice letter
1977,3c9419868b,afterschool
1978,0d45e4e926,wide awake scoffed  of a pizza and feel like a sumo  such a weak day run tomorrow
1979,b667160840,then ill post it
1980,587cf8a61e,it is my honor
1981,89ac21e1f6,boring
1982,6769efef8a,yes its the twins  so i wontt be watching
1983,b1f6fb88d4,cut my thumb with the saw in small metals   again
1984,34a862a739,loving
1985,5da03690bc,so not very healthy
1986,bc7b967aea,now im depressed againugh help
1987,9be622ea54,my spellingis awful on twiiter
1988,faee4563bd,snowbear has finally come outcongrats che and warren
1989,02baa25e55,oh no she stopped
1990,e162b84433,i will never get back down
1991,156816e845,mmm pizza for dinner yum but i burnt my mouth though
1992,c13b15d9d1,screw the fact you cant post long updates on twitter
1993,204d6510c6,hate
1994,fbd510ea84,beat dont understand
1995,2793cbbfab,haha
1996,490734b764,happy mothers day
1997,b106a248a9,sucks
1998,9f9a4e2bb2,at tweetup loc but dont recognize anyone  am outside in turquoise shirt please see me
1999,6e2c555beb,awesome
2000,838c1184b4,pissed
2001,b04dcbb3be,please dont get me watching bb too
2002,71c6b00c21,ayy fml nothing is perfect
2003,81de3c6143,the day started so wonderful but now our kids our crying because our kitty is missing  we just got back from posting signs around
2004,bfb0644d9e,i love dawn chorus noisier the better miss church bells toocrazy i knowwas going for a cycle with a friendnot now
2005,f02bdad05e,not sure where the real state market is moving  confused either hold or go ahead with the plans
2006,f57f3b6265,i know how annoying that can be  but theres a german sayingpleasant anticipation is the greatest pleasureown translation
2007,16a66e0b8c,if i have  friend requests tomorrow im blaming you  nite
2008,84c5b0a3f6,hooray
2009,83e576fd29,miss
2010,9946895c91,great idea
2011,49ec855925,hahhaha
2012,ee51d32074,great
2013,ab5b510355,my dennys shut down in the winter  i have to do  miles to get to one now
2014,d64eec0d6c,but u never responded back
2015,75b30e5358,one of my kits has just brought in a mouse  is eating it in the lobby im sure i feed them enough
2016,514b972ba8,fenton i didnt even finish cleaning my room cuz i went to a party ahhhh  its still messy
2017,bd90c840ea,i didddd i met them again
2018,3ee7e1cbb0,good
2019,e5599343e7,awesome
2020,0b20eef5b1,good
2021,790af846a5,haha
2022,f6e3a6dd55,claire lol  i will buy u some big star wars pants  xmas
2023,abc1500c46,fun
2024,9d6fc9c77a,sad
2025,73e548424b,i missed the math trade
2026,316d5aeaf6,exciting
2027,7907132523,in bed with  girls
2028,43ee9d3c82,me too
2029,a584ebd602,queen like it
2030,3d4b0a81a6,i think your blog shouldve been on the list
2031,b303da170c,i am going to die tomorrow night   should be here
2032,9f7da3aa4a,hell yeah i missed u last nite  lol do u like my opinion
2033,e22beff480,nooooo  working this weekend
2034,a6a3368db8,pair it up with fringe on tuesday that smells like a win imo as well
2035,389fc0d397,last scheduled corn dog oc shift
2036,1bed6bec2a,finally finished exams  home not watch otalia  the pbp on bpd  no otalia today  hmm via
2037,1ca1423c00,getting ready for the day out then work till close
2038,778c5660f8,great
2039,9dfd003f1e,i want you to text me first everyday not me
2040,f61d7dbd8b,yeahh  those two times weve stood next to each other were special times
2041,f5d5f1fd33,burnt
2042,6be041409c,that songs on tays vid  katy perry
2043,4c79259b5e,i work for disneynot all its cracked up ta be
2044,9cd32dbec4,wtf rehearsal  off  got to space and room was booked and the  brothers have stuff right after so we cant transfer to another room studio
2045,675ce92149,broken  i cant c it
2046,1d84094014,if he is saying something i dont fully understand please let me know
2047,dc9685bc8a,not sure why i cant get tweetdeck to work on my computer want to know what all of the hype is about
2048,b7e17b2bde,mega burguer was my lunch yesterday
2049,903cce2dcd,whoooooo im gettin extra hours today    afterwards im gonna see if i can get some marigolds for my mum
2050,1c1077af54,bored cold tired lethargic feeling man great holiday monday
2051,c625cee17b,you might also want to include never wear a moonwolf to that
2052,6c82821920,when i go to the ticketmaster site it says no lisa williams events to be found
2053,ced1083324,gloomy
2054,1d428212cb,bored
2055,a4ee41dc64,my replacement iron ring arrived  its shiny  and a bit more jagged than the original
2056,12da846f8e,shopping
2057,4f1a7d1d2c,yup its working they couldnt recover anything on it though
2058,d901264a08,rearry rip youd never guess what i ate
2059,61ce1c40e5,interesting
2060,8dd7e34100,id love too see
2061,6475c6d26d,thank you eric  glad
2062,b681aef9aa,hours to workcry i cant survive   weeelcome to my wonderland sing along
2063,5423cf0811,anyone have tickets to the mtv movie awards some guy scammed me
2064,ace8edef1d,beyonce helps me through the day im starting to get sick
2065,8b3811c819,fine ill get myself some miso soup down the street
2066,e9174e5bb2,nothing to do this evening missing lifestory
2067,0b6444627a,awesome i just ruined all my white clothes i never remember to separate
2068,960ade8bfd,its weird waking up in my own bed slightly comforting but i miss the group but im loving using my own pillow again
2069,a8bf8239bd,if i skipped that could get messy   rofl
2070,33680fc87e,entertaining
2071,e0264b2a5f,i miss you
2072,25ce655a84,thats a good sentence
2073,25f1991c36,unhappy
2074,84fcf21a64,how hopeless is that
2075,7de5a7e4cc,studying for this  econ test
2076,389a3e653c,no problem
2077,4c0329867c,yeahi hope it turns out  more minutes
2078,20a5175d49,i will have to see the unveiling of your new lr arrangement  is there an official event planned
2079,2785576a5b,sick
2080,b7299d0e70,i hear you i cant think of a layout either  lol ive been trying for i dont know how long
2081,e035aa9fe3,yay got the internet on my itouch working
2082,5eb31e181d,nice elise
2083,1281b062a4,safe
2084,54aa9ae3a8,better
2085,1d18c624f2,i dont know why
2086,9fbf0d59cc,i lafff the rain
2087,f2a92aa5ff,love
2088,0d737380e2,grrrrrrrrrrrrrr ive barely read any of it
2089,592b350f6f,rocksteady pt ii
2090,4363c63d9c,cool
2091,533a5604dc,the   convention    doesnt look that great this year   going to vegas then sounds much more fun
2092,437f792822,yes i blame you all
2093,de168e6328,and this picture of her with zack from saved by the bell
2094,d60072b03a,bored
2095,8986091fd3,happy
2096,3b743ded7e,love
2097,79e7a9ed8e,did you google it too or maybe you actually knew the answer lol ps put uo the pics already from last night  im getting anxious
2098,dabac40552,super excited
2099,b0cae38eb0,woop right am off to try to get  sleep haha its  hot  have a good nightt x
2100,96e77388b8,better
2101,3e9ba7f25b,awesome
2102,4fb0995de8,hows that possible no rain forecast for pinkpop and i have no ticket
2103,e711c03c57,difficult
2104,52576ae085,june   chino hills ca the  day it rained n june in socalwe had an outside grad had  move it  the gym
2105,2b049dbcb1,sweet home
2106,adc5ea18b3,rod stewarts new song
2107,5c9645561c,unable
2108,ef329bc827,food shopping without me
2109,841a5cfcdf,where i live all the small markets deliver their dayold bread to the food bank but times are really tough even for me
2110,52eaf44b44,woohoo
2111,895de1648c,tired
2112,9e972c1093,once james cameron touches something and revolutionizes it someone else comes along and  it up
2113,ebf2a10961,sad
2114,bd74c21c43,nachos and the tudors i think so
2115,a6aeb0b520,good morning
2116,24afdc75e3,just found out a friend and his son fell down a  shaft onto concrete today they are alive at least dont know much else
2117,0d4d5b49b2,is tired and sad
2118,78819d2e53,theyre gone
2119,91c44d5912,whats all your fault
2120,11aa4945ff,wish
2121,495299c926,have hardly
2122,7f3b118605,will u say shoutout to nikki please   soulja boy tell em live live
2123,3da6270b02,i hide my berry like a slave regularly only today i was caught by massa    im def not light enough to be a juice pouring slave
2124,9a2689017d,won
2125,5eea04087b,sitting here waiting to go to the gymalmost left then realized i never charged my ipod from my trip to wisconsinits dead
2126,7058fc87de,love
2127,95189cd3a8,warmed up nicely outside  sucks being stuck inside coding
2128,40ae4f1f0c,sunny day at vivocity yupz just showered runs into airconditioned mall
2129,d24c474353,rebel
2130,b13981be78,thanks
2131,44b0b41b62,babylove em homenagem ao baby d
2132,a2c8b8dad7,lack of funding
2133,4d818fe6e0,i dont saw the movie
2134,b8d9a368ae,nice
2135,0010bcc0e2,watching a film recovering from my operation
2136,58c5bad2d3,hate
2137,7407e1cf5a,im going to kill myself tt  i wasted hundreds of download and realised i got the wrong one
2138,0e3d0b5ab5,guys follow  for the rx twitterwar dd go ginoooo
2139,c0e5365bf0,horrible
2140,0be9ed25f8,lucky im so jealous even though i dont like her that much
2141,04095b70bd,sadface
2142,64b8d96644,i get the feeling  is going to make me wait until i get home to tell me im denied vittles from bww
2143,68bf3f1fec,forgot
2144,8e3b60deaa,no problem at least look on the floor we wont see the banana skin in our brains  i step on it once almost got killed
2145,341ed728c7,dam i missed hollyoaks
2146,f585c22106,theres relisting fees when you dont complete a sale  that sucks
2147,888b3fdf3e,best
2148,540f0477e3,i was being childish lol cos one of them said that pic of jake in down to earth made them vomit
2149,79852f9590,bucks
2150,32b2c8b924,aww stanley have you still got him they can live for like  years right  x
2151,94e0366b6d,leon looks supa fly on that mini couch
2152,094681e31c,like
2153,6641548d60,liked
2154,b05be3118d,is having trouble breathing through the painand now i have a  fever
2155,291b817092,im feel deflated ugh no more dog
2156,f837a046a9,lovely
2157,a567459a1a,read something happy
2158,4cc3d3824c,good morning from rsa twitterverse please send me some happy vibes  cheerfulness today im feeling a little sad
2159,e959cf04e4,clonecloud actually its distant processor provisioning  like the idea
2160,271bb5e6b7,nice
2161,c8b610923d,it is a recession
2162,27d0c01bc2,i reeeally wish i could be there
2163,b86d2cca27,can i also have a swirly flat white
2164,9c11756ef3,love
2165,7bad0b9772,oh poor you  atleast get paid for staying back or
2166,c6881ba0e1,ghunghte mein chanda hai phir bhi hai phela chaaron aur ujala i love that songggggg ps  i got lost in morrisons
2167,81622f137d,you look sooooo pretty love dang i wish i was in ny
2168,82cdd851b7,lmao yep
2169,911bd25026,aaaaaaaa i hate  winshit
2170,a64b23f5e4,ugh i hate not having my car i miss you my little ford focus
2171,30e7967de4,happy mothers day   
2172,f45a9649fb,i have to go to work
2173,da5c3fa1ef,love
2174,22e5e3cad2,did it  back in pakistan
2175,3ba549158f,me too  what are you doing
2176,a975e49753,huge headachegoodnight
2177,c3541b6a2f,that sucks
2178,40e1ca4ab0,thats what she said
2179,08d8063529,good
2180,36aabd3627,the trip was really great but i cant belive summers here
2181,8f851c59f6,halla doing ok got a cold but trying to ignore it  how about you
2182,a351659f85,sad
2183,33ae501ac5,sticky
2184,3775f77081,having my dinner eating bangus  its a fish
2185,cff0e3e256,i feel very ill i think im dehydrated
2186,0ac7e72578,biology final today then home to prepare for psychology
2187,b854daaaf8,i think steph will enjoy her first mothers day tomorrow
2188,85117f3ab3,just got home from school doing assignments
2189,daa651cfd4,i feels good sunday race day
2190,85de235e0e,kirsty
2191,a8e51d1a43,i miss having u as a roommate
2192,28825fc1f9,good
2193,0796ce6ac4,oh i didnt realize its on at  as well already at work or as today still in the car dont ask
2194,416726e6d2,very happy
2195,0e4bcb3a52,happy
2196,dd77d3f5cd,i know im wrong  just give me one more chance   senti
2197,bf46ac3c7f,like
2198,3742419885,ive been here since  and im here for  more hours tomorrow
2199,a203734990,love
2200,2b70bcd0ad,enjoy
2201,50dd008fb5,laze about  its the bank holiday law
2202,c501544be4,potluck for danielle taking veggie tray i will miss her
2203,5b5be601c2,worse
2204,ddb4330613,time to start unfollowing some people i think
2205,cc0ad12b7c,upssucks
2206,4aac092937,oooh gosh google wave is looking pretty sexy lunch times over though  back to powerpoint significantly less sexy
2207,a1ae4e2000,off to go bq for new outdoor furniture
2208,8b37012287,sachie yna doesnt know our password yet
2209,856bb40ae0,forgot
2210,cad8db609a,why am i having such a hard time falling asleep
2211,93a199b78f,lose
2212,dd49f1179d,im just thinking bout life i need my bed my fiance is in bed first
2213,5f455a3147,flat tire city
2214,1d5d10eedf,i hate the exams  first time and last time in this school  then im out  after  years yaaaay
2215,16357f7283,hope
2216,5657eb8429,thanks
2217,65c7eae9b6,rocking
2218,ebb86c4db5,schwarzenegger proposes closing  state parks
2219,5bf798868a,bambi will eat you
2220,756d255e40,poor little baby
2221,4d21d7611c,hes an
2222,131bc4a304,good
2223,0a2c386597,good
2224,71617c28b6,amazing night
2225,656e4dfa55,sam can go shoot her self
2226,fb08563a7b,bored
2227,5c04a86c88,yay
2228,94c3127153,i kinda like not having a car but there have been situations lately where i have been prevented from participating due to my carlessness
2229,226c11669d,raiser
2230,79e554fd60,good
2231,582e5d7420,pulled in all directions and not knowing where to go
2232,f18ed21359,im a senior i should of been already
2233,206aba0edd,yea someone is getting the best of me
2234,1f2445122f,cleaning all day today after he runs off to do his stuff and setting my schedule for the week  i feel much better now and calmer too
2235,ee100f96c1,feeds
2236,e939fe583c,sometimes spam leaks in to the message board
2237,a1f42c0c89,thats odd as its on my lap  maybe thats your cat o s
2238,2cebd75ed4,no cuz i feel the same way
2239,5921dbcbf3,tired
2240,e1db1eab6e,finally xmen origins wolverine arrived time to play the game like a mad man and then its time for the review  patrick
2241,982b1c05d3,love the album guys and
2242,afd2159e57,thanks for a nice blog
2243,533d941f5f,chirstina said shes gunna twitter more no more partners
2244,38c4f74767,some of yr coworkers hogging the jukebox  union jacks
2245,f50fcc36b5,i love you so much
2246,676b733c57,buying pretty shiny beads and things  i feel quite girlish
2247,1aa65233b0,enjoying the cool breeze at the beach it helps me relax and unwind
2248,f422f53b7f,haha
2249,04887b5405,cant a stevie wonder gabe just called me sleepypants gaby
2250,f7f3dc7102,no new orleans been here since katrina
2251,081a4e8b31,i cant believe that its already friday omg what had i done
2252,1f45286504,alixs graduation party
2253,6ed0958471,fantastic
2254,2132f07ca3,i love that song i was starting to think i was the only one that knew that one    sameperson
2255,6db884e1a8,how did you swing those we didnt get that close
2256,9fb3633760,sucks
2257,5181eb11e4,thank god
2258,13cad32c3f,nicest
2259,41a86a9b67,i just need to sleep
2260,0b2ccf0b7e,jealous
2261,6f91801792,lately ive been waking up with the sun in my face but not today
2262,d8f089b479,x its only on in glasgow
2263,ded636e263,ha the first request for sending a paper copy of my thesis
2264,52d7fcfd39,storm
2265,5acf4885d4,omg having so much fun watcing house bunny courto
2266,dfe5909132,imma miss dem kobe nd bron commrcials wen cleveland get knocked out doe  they wer funny
2267,59d4b58ebd,i appreciate
2268,b5cbb35228,wants new hair now just so frank wont talk to me
2269,ad1524a0c7,badly
2270,0382b0a358,i was just thinking about how excited i am for you guys to move but then i realized how sad i am to see you go
2271,fe9c9f7f2f,really am sorry becausei was looking forward to it thought itd be fun  and u wanted to hear itiowe u a beer
2272,7a4f2f28ba,sick
2273,4b3a5b41b6,where is the song
2274,b6cd695d48,working and attempting to keep squirrels away squirels  jesska    i should stick to spiders
2275,cd60606781,funny
2276,32e183bbad,tutu
2277,15e5ad39f3,crappy
2278,bfca4ba8ce,jealous
2279,062ffc4f0d,sad that will have to leave my beautiful apartment
2280,5bdecb0d75,is still craving for a cheeseburger
2281,1b59763e81,you dont say
2282,a17703215b,really good
2283,a240940b31,good
2284,6c256de604,make it full girl
2285,5955233380,heyy  how are you
2286,51be0f0a7c,not good
2287,11946e367a,wow thats good
2288,5d9e44e6aa,just saw up  it was a cute movie passed by a place called a peasants kitchen wtf that names kinda sad
2289,a37538b291,damned expensive
2290,c9a52dee1f,guess im gonna try the nap thing again  but since my kids havent cooperated with it yet this week im sure  wont be different
2291,1dda981140,better
2292,35aa02c551,missed
2293,dbeef30a84,bear i like you
2294,67381561f6,ugh
2295,3911f274d6,on the way back to dublin omg didnt hit the bed until   so i am so sleepy   but once again on the road back to good ole  dublin p
2296,ed84aa3983,i dont wanna work a  
2297,822cf03d0d,drawing
2298,670ce5e88e,when i have to make a decision like that i always choose black
2299,10022832ae,im suffering from restless legs and butt syndrome
2300,7f8240f623,hey when are you next in the uk
2301,f1776ec89e,nice
2302,2ea6cb3bd3,has got to go to work with a slight hangover gd nite thou
2303,877130d7e5,happy
2304,1937abbaac,sunburnt
2305,0a36e72ac2,staying home because im badass
2306,e4fa21bd2f,really bad ones are also classic
2307,cfd68d702e,i want it to be summer now why is it sprinkling still
2308,b5da09a0f6,cant find where my ex hid our dane
2309,53a531c7b4,the voter paint just peeled off my skin or maybe my skin just peeled off with the voter paint
2310,32739ec46e,wakenbake monday
2311,054d16c70d,i cant say ive tried but then again i havent tried with a sword either   not yet anyway
2312,b1195a418c,best
2313,2d782345bc,testfest was weer een groot succes
2314,b8b975d265,stupid
2315,4b1e5d7c3a,youremyheroine  i really know how you feelin i wish i could hug you
2316,5898290010,he not getting off early
2317,39f74c5153,im going to estonia  woohoo
2318,3949bb2591,stjohn thats what we hope for
2319,ced0bb0d25,stupid
2320,5428d6a1dd,just finished playing mahjong i lost  to mag and weisheng
2321,3f09fa2af2,my new site is stuck in the google sandpit now  test of my skills until it comes back out
2322,cee062574a,thanks to  and im now on twitter
2323,166332e48a,bored
2324,8f25eabe4a,to overcome whatever darts
2325,3c41934098,miss
2326,9c1e71d5e9,cant help but feel today will be a massive michael jackson rumour day
2327,1cebd63a24,ive just about made it all the way round the park jogging quite pleased for my  outing
2328,8e48929733,ipod died today
2329,6545e365a0,nice
2330,b221ecd789,birthday girl in the house tweet tweet suckas
2331,c28bdcf8dc,my fingers hurt
2332,43ee369d34,good to meet you all
2333,9093f4a84f,the old blue  is too slow to code on nowadays i have a laptop ive borrowed from work  lets me lounge while i browse
2334,b432c9fadc,ess since t will be away  come to tucson
2335,87b8d7449f,saw the blink show from the tmobile party im speachless
2336,36589d3c2d,homework ew fml should i pull an all nighter i think im gonna have to again
2337,5055018a65,when u go lmk lets go together
2338,28013de754,perfect
2339,df82999f38,happy mothers day
2340,ccd4caa001,i gave up on tumblr because the api isnt pointing to the private account
